,osmid,type,object,name,lat,lon,geometry,city,historic,addr:street,addr:housenumber,start_date,opening_hours,phone,contact:website,building:levels,wikipedia,contact:phone,ref:temples.ru,contact:email,website,description,contact:vk,service_times,contact:facebook,contact:instagram,contact:twitter,contact:youtube,email
1391,4980880907,memorial,historic,Доска почёта,55.7430524,37.7224921,POINT (37.7224921 55.7430524),Москва,memorial,,,,,,,,,,,,,,,,,,,,
1392,4982439778,memorial,historic,М. И. Калинину,55.6939047,37.6232471,POINT (37.6232471 55.6939047),Москва,memorial,,,,,,,,,,,,,,,,,,,,
1393,4985634867,memorial,historic,Василий Прокофьевич Ефанов,55.8048991,37.5287049,POINT (37.5287049 55.8048991),Москва,memorial,,,,,,,,,,,,,,,,,,,,
1394,4989569821,memorial,historic,В. С. Высоцкому,55.7669503,37.5725603,POINT (37.5725603 55.7669503),Москва,memorial,,,,,,,,,,,,,,,,,,,,
1395,4992691359,memorial,historic,9-й Московской стрелковой дивизии народного ополчения,55.7339815,37.6307803,POINT (37.6307803 55.7339815),Москва,memorial,,,1970,,,,,,,,,,,,,,,,,
1396,4999280622,memorial,historic,Воинам павшим за родину,55.524591,37.533473,POINT (37.533473 55.524591),Москва,memorial,,,,,,,,,,,,,,,,,,,,
1397,5004677602,memorial,historic,Архитекторам МАДИ,55.8017881,37.5294124,POINT (37.5294124 55.8017881),Москва,memorial,,,,,,,,,,,,,,,,,,,,
1398,5005975527,memorial,historic,Максиму Горькому,55.7761156,37.5838463,POINT (37.5838463 55.7761156),Москва,memorial,,,1951,,,,,ru:Памятник Горькому на площади Тверская Застава,,,,,,,,,,,,
1399,5015874147,memorial,historic,А. А. Галичу,55.8020159,37.5332605,POINT (37.5332605 55.8020159),Москва,memorial,,,,,,,,,,,,,,,,,,,,
1400,5015892211,memorial,historic,Улица Черняховского,55.8038683,37.5348405,POINT (37.5348405 55.8038683),Москва,memorial,,,,,,,,,,,,,,,,,,,,
1401,5045092121,memorial,historic,В. И. Ленину,55.7951559,37.6769488,POINT (37.6769488 55.7951559),Москва,memorial,,,,,,,,,,,,,,,,,,,,
1402,5045991224,memorial,historic,Д. С. Самойлову,55.7855363,37.6069269,POINT (37.6069269 55.7855363),Москва,memorial,,,,,,,,,,,,,,,,,,,,
1403,5046221171,memorial,historic,Мемориал Великой Отечественной войны,55.7485722,37.7637997,POINT (37.7637997 55.7485722),Москва,memorial,,,,,,,,,,,,,,,,,,,,
1404,5052540897,memorial,historic,Аллея правителей,55.7565478,37.636425,POINT (37.636425 55.7565478),Москва,memorial,,,,,,,,,,,,,,,,,,,,
1405,5054671122,memorial,historic,Г. Гулиа,55.7958575,37.5117794,POINT (37.5117794 55.7958575),Москва,memorial,,,,,,,,,,,,,,,,,,,,
1406,5057873569,memorial,historic,"Жителям Юго-Западного округа Москвы, погибшим при ликвидации аварии на Чернобыльской АЭС",55.6676938,37.5401384,POINT (37.5401384 55.6676938),Москва,memorial,,,,,,,,,,,,,,,,,,,,
1407,5058447577,memorial,historic,П. М. Третьякову,55.7414653,37.6209218,POINT (37.6209218 55.7414653),Москва,memorial,,,,,,,,,,,,,,,,,,,,
1408,5065186156,memorial,historic,И. Э. Грабарь,55.7233416,37.5551197,POINT (37.5551197 55.7233416),Москва,memorial,,,,,,,,,,,,,,,,,,,,
1409,5065186157,memorial,historic,Р. М. Горбачёва,55.7237983,37.5539263,POINT (37.5539263 55.7237983),Москва,memorial,,,,,,,,,,,,,,,,,,,,
1410,5065186158,memorial,historic,И. А. Моисеев,55.7245347,37.5545472,POINT (37.5545472 55.7245347),Москва,memorial,,,,,,,,,,,,,,,,,,,,
1411,5065186159,memorial,historic,Ю. В. Никулин,55.7244788,37.5544969,POINT (37.5544969 55.7244788),Москва,memorial,,,,,,,,,,,,,,,,,,,,
1412,5065186160,memorial,historic,Г. С. Уланова,55.7244463,37.5544607,POINT (37.5544607 55.7244463),Москва,memorial,,,,,,,,,,,,,,,,,,,,
1413,5065186161,memorial,historic,Л. Г. Зыкина,55.724432,37.5544466,POINT (37.5544466 55.724432),Москва,memorial,,,,,,,,,,,,,,,,,,,,
1414,5065186162,memorial,historic,Т. Е. Самойлова,55.7244161,37.5544312,POINT (37.5544312 55.7244161),Москва,memorial,,,,,,,,,,,,,,,,,,,,
1415,5065186163,memorial,historic,М. Л. Ростропович,55.7244629,37.5543782,POINT (37.5543782 55.7244629),Москва,memorial,,,,,,,,,,,,,,,,,,,,
1416,5065186164,memorial,historic,Г. П. Вишневская,55.7244425,37.5543608,POINT (37.5543608 55.7244425),Москва,memorial,,,,,,,,,,,,,,,,,,,,
1417,5065186165,memorial,historic,Е. М. Примаков,55.7243791,37.5541167,POINT (37.5541167 55.7243791),Москва,memorial,,,,,,,,,,,,,,,,,,,,
1418,5065186166,memorial,historic,Б. Н. Ельцин,55.7242228,37.554047,POINT (37.554047 55.7242228),Москва,memorial,,,,,,,,,,,,,,,,,,,,
1419,5065186167,memorial,historic,А. Н. Туполев,55.7244365,37.5529781,POINT (37.5529781 55.7244365),Москва,memorial,,,,,,,,,,,,,,,,,,,,
1420,5065186168,memorial,historic,Н. С. Хрущёв,55.725077,37.5521882,POINT (37.5521882 55.725077),Москва,memorial,,,,,,,,,,,,,,,,,,,,
1421,5065186169,memorial,historic,А. Г. Шнитке,55.7254041,37.5520714,POINT (37.5520714 55.7254041),Москва,memorial,,,,,,,,,,,,,,,,,,,,
1422,5065186170,memorial,historic,А. И. Райкин,55.725426,37.5520936,POINT (37.5520936 55.725426),Москва,memorial,,,,,,,,,,,,,,,,,,,,
1423,5065186171,memorial,historic,Е. А. Евстигнеев,55.725512,37.5520621,POINT (37.5520621 55.725512),Москва,memorial,,,,,,,,,,,,,,,,,,,,
1424,5065186172,memorial,historic,И. М. Смоктуновский,55.7255611,37.5520568,POINT (37.5520568 55.7255611),Москва,memorial,,,,,,,,,,,,,,,,,,,,
1425,5065186173,memorial,historic,Р. А. Быков,55.7255709,37.5520138,POINT (37.5520138 55.7255709),Москва,memorial,,,,,,,,,,,,,,,,,,,,
1426,5065186174,memorial,historic,Л. М. Гурченко,55.7255007,37.5518194,POINT (37.5518194 55.7255007),Москва,memorial,,,,,,,,,,,,,,,,,,,,
1427,5065186175,memorial,historic,В. В. Тихонов,55.7255634,37.5518838,POINT (37.5518838 55.7255634),Москва,memorial,,,,,,,,,,,,,,,,,,,,
1428,5065186176,memorial,historic,О. И. Янковский,55.7255958,37.5519133,POINT (37.5519133 55.7255958),Москва,memorial,,,,,,,,,,,,,,,,,,,,
1429,5065186177,memorial,historic,М. А. Ульянов,55.7256457,37.5519763,POINT (37.5519763 55.7256457),Москва,memorial,,,,,,,,,,,,,,,,,,,,
1430,5065186178,memorial,historic,П. Е. Тодоровский,55.7257854,37.5523357,POINT (37.5523357 55.7257854),Москва,memorial,,,,,,,,,,,,,,,,,,,,
1431,5065186179,memorial,historic,Ф. А. Искандер,55.7258979,37.552954,POINT (37.552954 55.7258979),Москва,memorial,,,,,,,,,,,,,,,,,,,,
1432,5065186180,memorial,historic,В. С. Черномырдин,55.7258798,37.5530653,POINT (37.5530653 55.7258798),Москва,memorial,,,,,,,,,,,,,,,,,,,,
1433,5065186181,memorial,historic,Б. А. Ахмадулина,55.7258488,37.5530317,POINT (37.5530317 55.7258488),Москва,memorial,,,,,,,,,,,,,,,,,,,,
1434,5065186183,memorial,historic,Ф. И. Шаляпин,55.7255196,37.5531337,POINT (37.5531337 55.7255196),Москва,memorial,,,,,,,,,,,,,,,,,,,,
1435,5065186184,memorial,historic,В. И. Вернадский,55.7255475,37.5534569,POINT (37.5534569 55.7255475),Москва,memorial,,,,,,,,,,,,,,,,,,,,
1436,5065186185,memorial,historic,З. А. Космодемьянская,55.7250101,37.554194,POINT (37.554194 55.7250101),Москва,memorial,,,,,,,,,,,,,,,,,,,,
1437,5065186186,memorial,historic,В. М. Шукшин,55.7249788,37.5551105,POINT (37.5551105 55.7249788),Москва,memorial,,,,,,,,,,,,,,,,,,,,
1438,5065186187,memorial,historic,Н. А. Островский,55.7248459,37.5563416,POINT (37.5563416 55.7248459),Москва,memorial,,,,,,,,,,,,,,,,,,,,
1439,5065186189,memorial,historic,Дуровы,55.7246759,37.5557877,POINT (37.5557877 55.7246759),Москва,memorial,,,,,,,,,,,,,,,,,,,,
1440,5065186190,memorial,historic,Н. А. Дмитриев,55.7242462,37.5560103,POINT (37.5560103 55.7242462),Москва,memorial,,,,,,,,,,,,,,,,,,,,
1441,5065186191,memorial,historic,А. Н. Толстой,55.7242975,37.5559044,POINT (37.5559044 55.7242975),Москва,memorial,,,,,,,,,,,,,,,,,,,,
1442,5065186192,memorial,historic,М. Н. Ермолова,55.7243791,37.5555664,POINT (37.5555664 55.7243791),Москва,memorial,,,,,,,,,,,,,,,,,,,,
1443,5065186193,memorial,historic,М. А. Булгаков,55.7243991,37.5554967,POINT (37.5554967 55.7243991),Москва,memorial,,,,,,,,,,,,,,,,,,,,
1444,5065186194,memorial,historic,О. Н. Ефремов,55.7244678,37.5554303,POINT (37.5554303 55.7244678),Москва,memorial,,,,,,,,,,,,,,,,,,,,
1445,5065186195,memorial,historic,К. С. Станиславский,55.7244346,37.5554008,POINT (37.5554008 55.7244346),Москва,memorial,,,,,,,,,,,,,,,,,,,,
1446,5065186196,memorial,historic,Н. В. Гоголь,55.7245415,37.5550568,POINT (37.5550568 55.7245415),Москва,memorial,,,,,,,,,,,,,,,,,,,,
1447,5065218923,memorial,historic,И. И. Левитан,55.724364,37.5556502,POINT (37.5556502 55.724364),Москва,memorial,,,,,,,,,,,,,,,,,,,,
1448,5066200700,memorial,historic,О. Э. Мандельштаму,55.7552124,37.6391757,POINT (37.6391757 55.7552124),Москва,memorial,,,,,,,,,,,,,,,,,,,,
1449,5076035172,memorial,historic,Д. Я. Покрассу,55.7795876,37.6668578,POINT (37.6668578 55.7795876),Москва,memorial,,,1987,,,,,,,,,,,,,,,,,
1450,5076086455,memorial,historic,Боевой дружине рабочих Московско-Казанской железной дороги,55.7745133,37.6559541,POINT (37.6559541 55.7745133),Москва,memorial,,,,,,,,,,,,,,,,,,,,
1451,5083895944,memorial,historic,П. Г. Добрынин,55.7290013,37.6228885,POINT (37.6228885 55.7290013),Москва,memorial,,,,,,,,,,,,,,,,,,,,
1452,5083895945,memorial,historic,"Преподавателям, сотрудникам и студентам академии им. Плеханова",55.7283646,37.6299302,POINT (37.6299302 55.7283646),Москва,memorial,,,,,,,,,,,,,,,,,,,,
1453,5083895946,memorial,historic,А. В. Вишневскому,55.7248964,37.6269678,POINT (37.6269678 55.7248964),Москва,memorial,,,,,,,,,,,,,,,,,,,,
1454,5083895947,memorial,historic,"работникам фабрики ""Парижская коммуна""",55.7306364,37.6454348,POINT (37.6454348 55.7306364),Москва,memorial,,,,,,,,,,,,,,,,,,,,
1455,5083895948,memorial,historic,Ополченцам,55.7334213,37.6363,POINT (37.6363 55.7334213),Москва,memorial,,,,,,,,,,,,,,,,,,,,
1456,5083895949,memorial,historic,Ополченцам Замоскворечья,55.7343308,37.6341789,POINT (37.6341789 55.7343308),Москва,memorial,,,,,,,,,,,,,,,,,,,,
1457,5083895950,memorial,historic,М. И. Авербаху,55.7660253,37.65225,POINT (37.65225 55.7660253),Москва,memorial,,,,,,,,,,,,,,,,,,,,
1458,5083895951,memorial,historic,М. С. Щепкину,55.7605333,37.6214118,POINT (37.6214118 55.7605333),Москва,memorial,,,,,,,,,,,,,,,,,,,,
1459,5083895952,memorial,historic,Н. А. Качуевской,55.7607289,37.5885362,POINT (37.5885362 55.7607289),Москва,memorial,,,,,,,,,,,,,,,,,,,,
1460,5083895953,memorial,historic,Реквием-1941,55.7570441,37.5944983,POINT (37.5944983 55.7570441),Москва,memorial,,,,,,,,ru:Памятник героям-школьникам,,,,,,,,,,,,
1461,5083895954,memorial,historic,Памятный камень на месте первой баррикады в Москве,55.763329,37.6036484,POINT (37.6036484 55.763329),Москва,memorial,,,,,,,,,,,,,,,,,,,,
1462,5083895955,memorial,historic,Погибшим при взрыве здания МК РКБ,55.7609044,37.6060612,POINT (37.6060612 55.7609044),Москва,memorial,,,,,,,,,,,,,,,,,,,,
1463,5083895956,memorial,historic,М. Ю. Лермонтову,55.7532589,37.594473,POINT (37.594473 55.7532589),Москва,memorial,,,,,,,,,,,,,,,,,,,,
1464,5083895957,memorial,historic,М. В. Фрунзе,55.7504376,37.6048535,POINT (37.6048535 55.7504376),Москва,memorial,,,,,,,,,,,,,,,,,,,,
1465,5083895958,memorial,historic,Погибшим выпускникам и учащимся школы в Великой Отечественной войне,55.7727915,37.5821035,POINT (37.5821035 55.7727915),Москва,memorial,,,,,,,,,,,,,,,,,,,,
1466,5083895959,memorial,historic,Воспитанникам 1-й Московской специальной артиллерийской школы,55.7591261,37.5554421,POINT (37.5554421 55.7591261),Москва,memorial,,,,,,,,,,,,,,,,,,,,
1467,5083895960,memorial,historic,Воинам-афганцам,55.7523552,37.5510209,POINT (37.5510209 55.7523552),Москва,memorial,,,,,,,,,,,,,,,,,,,,
1468,5083895963,memorial,historic,Н. Е. Жуковский,55.7633327,37.6791156,POINT (37.6791156 55.7633327),Москва,memorial,,,,,,,,,,,,,,,,,,,,
1469,5087016759,memorial,historic,Ф. М. Мантулин,55.7563028,37.5485298,POINT (37.5485298 55.7563028),Москва,memorial,,,,,,,,,,,,,,,,,,,,
1470,5093441941,memorial,historic,К. М. Симонову,55.8014099,37.5325151,POINT (37.5325151 55.8014099),Москва,memorial,,,,,,,,,,,,,,,,,,,,
1471,5106951820,memorial,historic,В. И. Ленину,55.7852303,37.598184,POINT (37.598184 55.7852303),Москва,memorial,,,,,,,,,,,,,,,,,,,,
1472,5107445534,memorial,historic,М. Т. Калашникову,55.7727736,37.6047635,POINT (37.6047635 55.7727736),Москва,memorial,,,2017,,,,,,,,,,,,,,,,,
1473,5111896189,memorial,historic,Ф. Н. Петрову,55.7678293,37.6099294,POINT (37.6099294 55.7678293),Москва,memorial,,,,,,,,,,,,,,,,,,,,
1474,5121835055,memorial,historic,Фрагмент первоначальной линии подпорной стены конца XVIII - XIX вв.,55.7552336,37.6391068,POINT (37.6391068 55.7552336),Москва,memorial,,,,,,,,,,,,,,,,,,,,
1475,5138122841,memorial,historic,М. Д. Скобелеву,55.6491053,37.4772369,POINT (37.4772369 55.6491053),Москва,memorial,,,,,,,,,,,,,,,,,,,,
1476,5138122845,memorial,historic,Наде Шевелёвой,55.6599176,37.482581,POINT (37.482581 55.6599176),Москва,memorial,,,,,,,,,,,,,,,,,,,,
1477,5138122846,memorial,historic,Дружба народов,55.6520917,37.5002523,POINT (37.5002523 55.6520917),Москва,memorial,,,,,,,,,,,,,,,,,,,,
1478,5141956829,memorial,historic,И. И. Левитану,55.7557988,37.645677,POINT (37.645677 55.7557988),Москва,memorial,,,,,,,,,,,,,,,,,,,,
1479,5153432821,memorial,historic,Александр Альметов,55.7675828,37.5514782,POINT (37.5514782 55.7675828),Москва,memorial,,,,,,,,,,,,,,,,,,,,
1480,5153451021,memorial,historic,Георгий Вицин,55.7690348,37.5506645,POINT (37.5506645 55.7690348),Москва,memorial,,,,,,,,,,,,,,,,,,,,
1481,5154898423,memorial,historic,Жертвам террористического акта на «Норд-осте»,55.7258219,37.6728112,POINT (37.6728112 55.7258219),Москва,memorial,,,,,,,,,,,,,,,,,,,,
1482,5170196689,memorial,historic,Н. П. Старостину,55.7660049,37.6025905,POINT (37.6025905 55.7660049),Москва,memorial,,,,,,,,,,,,,,,,,,,,
1483,5175556686,memorial,historic,Александр Иванович Целиков,55.8055171,37.5317284,POINT (37.5317284 55.8055171),Москва,memorial,,,,,,,,,,,,,,,,,,,,
1484,5180535131,memorial,historic,В. Б. Харламову,55.7191,37.54631,POINT (37.54631 55.7191),Москва,memorial,,,,,,,,,,,,,,,,,,,,
1485,5186161861,memorial,historic,В. И. Ленину,55.8231258,37.440883,POINT (37.440883 55.8231258),Москва,memorial,,,,,,,,,,,,,,,,,,,,
1486,5187951387,memorial,historic,"Командирам и курсантам, павшим на полях Гражданской войны",55.752398,37.6171452,POINT (37.6171452 55.752398),Москва,memorial,,,,,,,,,,,,,,,,,,,,
1487,5188833742,memorial,historic,Подвигу Советского Союза датская благодарность,55.8534573,37.4779652,POINT (37.4779652 55.8534573),Москва,memorial,,,9/05/1986,,,,,,,,,,"Типологически памятник очень напоминает надгробие, что, впрочем, характерно для военных мемориалов, особенно небольшого масштаба. Авторы памятника - датский скульптор Э. Фредериксен и московский архитектор А. Ф. Маркин.",,,,,,,
1488,5199068586,memorial,historic,А. Е. Архипову,55.7567038,37.6346065,POINT (37.6346065 55.7567038),Москва,memorial,,,,,,,,,,,,,,,,,,,,
1489,5206482447,memorial,historic,Воинам-землякам,55.6363429,37.5304811,POINT (37.5304811 55.6363429),Москва,memorial,,,,,,,,,,,,,,,,,,,,
1490,5208119222,memorial,historic,Микаэл Леонович Таривердиев,55.8046907,37.5306735,POINT (37.5306735 55.8046907),Москва,memorial,,,,,,,,,,,,,,,,,,,,
1491,5215974981,memorial,historic,Воинам-электросветовцам,55.7306028,37.5623478,POINT (37.5623478 55.7306028),Москва,memorial,,,,,,,,,,,,,,,,,,,,
1492,5224616498,memorial,historic,Закладке сквера,55.7270314,37.559465,POINT (37.559465 55.7270314),Москва,memorial,,,,,,,,,,,,,,,,,,,,
1493,5225131721,memorial,historic,Олимпийцам,55.7794309,37.6231956,POINT (37.6231956 55.7794309),Москва,memorial,,,,,,,,,,,,,,,,,,,,
1494,5230216550,memorial,historic,П. А. Горчакову,55.7479066,37.5971698,POINT (37.5971698 55.7479066),Москва,memorial,,,,,,,,"ru:Горчаков, Пётр Андреевич",,,,,,,,,,,,
1495,5236725577,memorial,historic,Улица генерала Белова,55.6030054,37.7263957,POINT (37.7263957 55.6030054),Москва,memorial,,,,,,,,,,,,,,,,,,,,
1496,5239330160,memorial,historic,Н. С. Хрущёву,55.7453981,37.5951812,POINT (37.5951812 55.7453981),Москва,memorial,,,,,,,,,,,,,,,,,,,,
1497,5240054821,memorial,historic,Юрий Владимирович Дуров,55.8034548,37.53341,POINT (37.53341 55.8034548),Москва,memorial,,,,,,,,,,,,,,,,,,,,
1498,5244167434,memorial,historic,Расулу Гамзатову,55.7680298,37.5988496,POINT (37.5988496 55.7680298),Москва,memorial,,,,,,,,,,,,,,,,,,,,
1499,5244167440,memorial,historic,Н. И. Камову,55.773222,37.590252,POINT (37.590252 55.773222),Москва,memorial,,,,,,,,,,,,,,,,,,,,
1500,5244167442,memorial,historic,М. М. Яншину,55.7753364,37.5874197,POINT (37.5874197 55.7753364),Москва,memorial,,,,,,,,,,,,,,,,,,,,
1501,5244167444,memorial,historic,Н. Н. Ляшко,55.7732023,37.5910859,POINT (37.5910859 55.7732023),Москва,memorial,,,,,,,,,,,,,,,,,,,,
1502,5244167464,memorial,historic,П. А. Ротмистрову,55.762045,37.60943,POINT (37.60943 55.762045),Москва,memorial,,,,,,,,,,,,,,,,,,,,
1503,5244167465,memorial,historic,Н. П. Хмелёву,55.7621029,37.6093591,POINT (37.6093591 55.7621029),Москва,memorial,,,,,,,,"ru:Хмелёв, Николай Павлович",,,,,,,,,,,,
1504,5247522109,memorial,historic,"Учёным, создавшим первые советские ракеты ГИРД",55.7693857,37.6478626,POINT (37.6478626 55.7693857),Москва,memorial,,,1978,,,,,,,,,,,,,,,,,
1505,5249045950,memorial,historic,Площадь Расковой,55.8030524,37.5196421,POINT (37.5196421 55.8030524),Москва,memorial,,,,,,,,,,,,,,,,,,,,
1506,5249045954,memorial,historic,Улица Вальтера Ульбрихта,55.803317,37.5181881,POINT (37.5181881 55.803317),Москва,memorial,,,,,,,,,,,,,,,,,,,,
1507,5249589176,memorial,historic,К. С. Станиславскому,55.7589939,37.6026959,POINT (37.6026959 55.7589939),Москва,memorial,,,,,,,,,,,,,,,,,,,,
1508,5250384924,memorial,historic,Хоккейная маска,55.7029811,37.6464468,POINT (37.6464468 55.7029811),Москва,memorial,,,,,,,,,,,,,,,,,,,,
1509,5280918242,memorial,historic,А. А. Остужеву,55.7631473,37.5968569,POINT (37.5968569 55.7631473),Москва,memorial,,,,,,,,,,,,,,,,,,,,
1510,5284896337,memorial,historic,В. В. Бахиреву,55.7579309,37.6379727,POINT (37.6379727 55.7579309),Москва,memorial,,,,,,,,,,,,,,,,,,,,
1511,5294751991,memorial,historic,А. И. Южин-Сумбатов,55.7642971,37.5987477,POINT (37.5987477 55.7642971),Москва,memorial,,,,,,,,,,,,,,,,,,,,
1512,5295270054,memorial,historic,Большой Казённый переулок,55.7604056,37.6570246,POINT (37.6570246 55.7604056),Москва,memorial,,,,,,,,,,,,,В 1994 г. переулку возвращено его историческое название.,,,,,,,
1513,5299346786,memorial,historic,Н. П. Смирнову-Сокольскому,55.7639236,37.5936831,POINT (37.5936831 55.7639236),Москва,memorial,,,,,,,,,,,,,,,,,,,,
1514,5310616994,memorial,historic,К. Д. Бальмонту,55.7512459,37.58996,POINT (37.58996 55.7512459),Москва,memorial,,,,,,,,,,,,,,,,,,,,
1515,5312348200,memorial,historic,Владимир Алексеевич Солоухин,55.80244,37.5367755,POINT (37.5367755 55.80244),Москва,memorial,,,,,,,,,,,,,,,,,,,,
1516,5312421720,memorial,historic,Василий Семёнович Гроссман,55.8023367,37.5366557,POINT (37.5366557 55.8023367),Москва,memorial,,,2009-01-26,,,,,,,,,,,,,,,,,
1517,5313870087,memorial,historic,А. Ф. Лосеву,55.7494281,37.5926466,POINT (37.5926466 55.7494281),Москва,memorial,,,,,,,,,,,,,,,,,,,,
1518,5321919967,memorial,historic,Бион,55.8126088,37.4794547,POINT (37.4794547 55.8126088),Москва,memorial,,,,,,,,,,,,,,,,,,,,
1519,5329800311,memorial,historic,В. И. Ленину,55.8159962,37.5617923,POINT (37.5617923 55.8159962),Москва,memorial,,,,,,,,,,,,,,,,,,,,
1520,5332088827,memorial,historic,М. И. Цветаевой,55.7473636,37.5935937,POINT (37.5935937 55.7473636),Москва,memorial,,,,,,,,,,,,,,,,,,,,
1521,5332088981,memorial,historic,Дивизии народного ополчения Киевского района г. Москвы,55.7470082,37.5952834,POINT (37.5952834 55.7470082),Москва,memorial,,,,,,,,,,,,,,,,,,,,
1522,5332089050,memorial,historic,Песне «Подмосковные вечера»,55.7474417,37.5943327,POINT (37.5943327 55.7474417),Москва,memorial,,,,,,,,,,,,,,,,,,,,
1523,5333481710,memorial,historic,Работникам Центрального аппарата Главлесосбыта,55.7699964,37.6439182,POINT (37.6439182 55.7699964),Москва,memorial,,,,,,,,,,,,,,,,,,,,
1524,5334406039,memorial,historic,А. С. Пушкину,55.867744,37.6830349,POINT (37.6830349 55.867744),Москва,memorial,,,,,,,,,,,,,,,,,,,,
1525,5341726722,memorial,historic,Дудуку,55.7800636,37.6064506,POINT (37.6064506 55.7800636),Москва,memorial,,,,,,,,,,,,,,,,,,,,
1526,5347387651,memorial,historic,М.Л. Миль,55.68665,37.8496116,POINT (37.8496116 55.68665),Москва,memorial,,,,,,,,,,,,,,,,,,,,
1527,5347387652,memorial,historic,МИ-2,55.6865094,37.8493622,POINT (37.8493622 55.6865094),Москва,memorial,,,,,,,,,,,,,,,,,,,,
1528,5351735095,memorial,historic,И. С. Тургеневу,55.7648779,37.6347452,POINT (37.6347452 55.7648779),Москва,memorial,,,,,,,,,,,,,,,,,,,,
1529,5352919353,memorial,historic,Рихард Зорге,55.796144,37.5039211,POINT (37.5039211 55.796144),Москва,memorial,,,,,,,,,,,,,,,,,,,,
1530,5353164003,memorial,historic,Михаил Матусовский,55.8026982,37.5319081,POINT (37.5319081 55.8026982),Москва,memorial,,,,,,,,,,,,,,,,,,,,
1531,5375760467,memorial,historic,И. З. Чернявскому,55.8051077,37.5120832,POINT (37.5120832 55.8051077),Москва,memorial,,,2018-01-28,,,,,,,,,,,,,,,,,
1532,5433346423,memorial,historic,П. П. Будникову,55.748023,37.5842513,POINT (37.5842513 55.748023),Москва,memorial,,,,,,,,,,,,,,,,,,,,
1533,5433346424,memorial,historic,"Дом, где жил писатель Е. Петров",55.7480031,37.5842644,POINT (37.5842644 55.7480031),Москва,memorial,,,,,,,,,,,,http://qr.mos.ru/100342,,,,,,,,
1534,5448198408,memorial,historic,А. С. Степанову,55.7570663,37.646972,POINT (37.646972 55.7570663),Москва,memorial,,,1962,,,,,,,,,,,,,,,,,
1535,5450232918,memorial,historic,С. С. Туликову,55.7590214,37.6090809,POINT (37.6090809 55.7590214),Москва,memorial,,,2018-03-02,,,,,"ru:Туликов, Серафим Сергеевич",,,,,,,,,,,,
1536,5450244322,memorial,historic,Н. Я. Чайкину,55.7590595,37.6090387,POINT (37.6090387 55.7590595),Москва,memorial,,,2017-11-27,,,,,,,,,,,,,,,,,
1537,5450244323,memorial,historic,А. А. Бабаджаняну,55.7589109,37.6092183,POINT (37.6092183 55.7589109),Москва,memorial,,,2008-05-15,,,,,"ru:Бабаджанян, Арно Арутюнович",,,,,,,,,,,,
1538,5450266035,memorial,historic,Г. П. Вишневской и М. Л. Ростроповичу,55.7589429,37.6091833,POINT (37.6091833 55.7589429),Москва,memorial,,,2017-07-23,,,,,,,,,,,,,,,,,
1539,5450272266,memorial,historic,Сергей Петрович Капица,55.7226173,37.6027796,POINT (37.6027796 55.7226173),Москва,memorial,,,2018-02-15,,,,,,,,,,,,,,,,,
1540,5467007504,memorial,historic,Лесе Украинке,55.7473478,37.5658192,POINT (37.5658192 55.7473478),Москва,memorial,,,2006,,,,,,,,,,,,,,,,,
1541,5467893088,memorial,historic,А. Д. Салынскому,55.7495051,37.5655543,POINT (37.5655543 55.7495051),Москва,memorial,,,,,,,,,,,,,,,,,,,,
1542,5467893089,memorial,historic,Э. К. Тиссэ,55.7494334,37.5653021,POINT (37.5653021 55.7494334),Москва,memorial,,,1988,,,,,,,,,,,,,,,,,
1543,5469165944,memorial,historic,А. Б. Юмашеву,55.8037647,37.5171007,POINT (37.5171007 55.8037647),Москва,memorial,,,,,,,,,,,,,,,,,,,,
1544,5469165945,memorial,historic,А. С. Яковлеву,55.8037823,37.5171419,POINT (37.5171419 55.8037823),Москва,memorial,,,,,,,,,,,,,,,,,,,,
1545,5469884090,memorial,historic,Л. И. Яшину,55.7889421,37.5612937,POINT (37.5612937 55.7889421),Москва,memorial,,,,,,,,"ru:Яшин, Лев Иванович",,,,,,,,,,,,
1546,5483187429,memorial,historic,Борис Немцов,55.7405332,37.62606,POINT (37.62606 55.7405332),Москва,memorial,,,2018-03-16,,,,,,,,,,,,,,,,,
1547,5491489164,memorial,historic,Героям Великой Отечественной войны,55.7494711,37.7299472,POINT (37.7299472 55.7494711),Москва,memorial,,,,,,,,,,,,,,,,,,,,
1548,5517414737,memorial,historic,1905,55.7721168,37.5714159,POINT (37.5714159 55.7721168),Москва,memorial,,,,,,,,,,,,,,,,,,,,
1549,5520453062,memorial,historic,Руднев Лев Владимирович,55.7644167,37.589431,POINT (37.589431 55.7644167),Москва,memorial,,,,,,,,,,,,,,,,,,,,
1550,5536454438,memorial,historic,И. С. Ярыгину,55.6830406,37.4920262,POINT (37.4920262 55.6830406),Москва,memorial,,,,,,,,,,,,,,,,,,,,
1551,5540675602,memorial,historic,В. И. Лебедеву-Кумачу,55.7759707,37.5863543,POINT (37.5863543 55.7759707),Москва,memorial,,,,,,,,,,,,,,,,,,,,
1552,5540675603,memorial,historic,Э. М. Генделю,55.7759893,37.5863214,POINT (37.5863214 55.7759893),Москва,memorial,,,,,,,,"ru:Гендель, Эммануил Менделевич",,,,,,,,,,,,
1553,5540687936,memorial,historic,И. Р. Лауда,55.8054792,37.583992,POINT (37.583992 55.8054792),Москва,memorial,,,,,,,,,,,,,,,,,,,,
