,osmid,type,object,name,lat,lon,geometry,city,addr:street,addr:housenumber,start_date,opening_hours,phone,contact:website,building:levels,wikipedia,contact:phone,contact:email,website,description,contact:vk,contact:facebook,contact:instagram,contact:twitter,contact:youtube,email
5307,6593150011,fast_food,amenity,Cofix,55.7412068,37.6099764,POINT (37.6099764 55.7412068),Москва,,,,Mo-Su 08:00-20:00,,http://www.cofix.ru,,,,info@cofix.ru,,,https://vk.com/cofixrussia,https://www.facebook.com/cofixrussia,https://www.instagram.com/cofixrussia,,,
5308,6600250657,fast_food,amenity,KFC,55.5947483,37.662543,POINT (37.662543 55.5947483),Москва,,,,Mo-Su 08:00-23:00,,https://www.kfc.ru,,,+7 800 5558333,yum-press@spncomms.com,,,https://vk.com/kfcrussia,https://www.facebook.com/kfcrussia,https://www.instagram.com/kfcrussia,https://twitter.com/kfcrussia,https://www.youtube.com/KFCRussia,
5309,6600736889,fast_food,amenity,One Price Coffee,55.7713906,37.6818288,POINT (37.6818288 55.7713906),Москва,,,,Mo-Fr 07:00-21:00; Sa-Su 08:00-20:00,,https://onepricecoffee.com/,,,+7 495 0153150,b2b@onepricecoffee.com,,,,,,,,
5310,6604872085,fast_food,amenity,Фалафель № 1,55.8958345,37.5881067,POINT (37.5881067 55.8958345),Москва,,,,24/7,,,,,,,,,,,,,,
5311,6605131899,fast_food,amenity,Додо Пицца,55.739749,37.6519959,POINT (37.6519959 55.739749),Москва,,,,,,https://dodopizza.ru,,,,,,,,,,,,
5312,6605755455,fast_food,amenity,Донер-Хаус,55.846187,37.5657905,POINT (37.5657905 55.846187),Москва,,,,,,,,,,,,,,,,,,
5313,6609203965,fast_food,amenity,CofeMix,55.7175538,37.7937768,POINT (37.7937768 55.7175538),Москва,,,,,,,,,,,,,,,,,,
5314,6609203967,fast_food,amenity,Донер #1,55.7175006,37.7937386,POINT (37.7937386 55.7175006),Москва,,,,,,,,,,,,,,,,,,
5315,6610885085,fast_food,amenity,Додо Пицца,55.8523824,37.6458658,POINT (37.6458658 55.8523824),Москва,,,,Mo-Su 10:00-02:00,+7 800 3330060,,,,,,https://dodopizza.ru,,,,,,,
5316,6611639019,fast_food,amenity,Первая шаурма,55.7287551,37.6240352,POINT (37.6240352 55.7287551),Москва,,,,24/7,,,,,,,,,,,,,,
5317,6611639020,fast_food,amenity,На углях,55.7285854,37.6240994,POINT (37.6240994 55.7285854),Москва,,,,24/7,,,,,,,,,,,,,,
5318,6631332407,fast_food,amenity,Papa John's,55.5971519,37.6632905,POINT (37.6632905 55.5971519),Москва,,,,Mo-Su 11:00-23:00,,,,,,,,,,,,,,
5319,6631423358,fast_food,amenity,Waffle Falafel,55.7804475,37.5936457,POINT (37.5936457 55.7804475),Москва,,,,,,,,,,,,,,,,,,
5320,6633118717,fast_food,amenity,Додо Пицца,55.8932504,37.5585838,POINT (37.5585838 55.8932504),Москва,,,,Mo-Su 09:00-23:00,,https://dodopizza.ru,,,,,,,,,,,,
5321,6633985777,fast_food,amenity,Додо Пицца,55.8132312,37.6033916,POINT (37.6033916 55.8132312),Москва,,,,10:00-22:00,,https://dodopizza.ru,,,,,,,,,,,,
5322,6633985778,fast_food,amenity,Додо Пицца,55.887664,37.6759453,POINT (37.6759453 55.887664),Москва,,,,09:00-23:00,,,,,,,,,,,,,,
5323,6634172581,fast_food,amenity,Додо Пицца,55.7943572,37.4941036,POINT (37.4941036 55.7943572),Москва,,,,Mo-Su 09:00-23:00,,https://dodopizza.ru,,,,,,,,,,,,
5324,6639596592,fast_food,amenity,Донер,55.7776803,37.5808843,POINT (37.5808843 55.7776803),Москва,,,,,,,,,,,,,,,,,,
5325,6641997177,fast_food,amenity,Крошка Картошка,55.7579171,37.6591265,POINT (37.6591265 55.7579171),Москва,,,,10:00-23:00,+7 985 3165965;+7 495 5141935,,,,,,https://www.kartoshka.com/,,kartoshka.moscow,kartoshka.moscow,kroshka_kartoshka_rus,,,
5326,6652108710,fast_food,amenity,Домино’c,55.6784608,37.7034513,POINT (37.7034513 55.6784608),Москва,,,,11:00-22:00,,https://dominospizza.ru,,,,,,,https://vk.com/dominospizza_ru,https://www.facebook.com/dominospizzarussia,https://www.instagram.com/dominospizza_ru,,,
5327,6654947355,fast_food,amenity,Правда кофе,55.7376625,37.5950094,POINT (37.5950094 55.7376625),Москва,,,,,,,,,,,,,,,,,,
5328,6654947356,fast_food,amenity,Cofix,55.7375787,37.594967,POINT (37.594967 55.7375787),Москва,,,,Mo-Su 07:30-22:00,,http://www.cofix.ru,,,,info@cofix.ru,,,https://vk.com/cofixrussia,https://www.facebook.com/cofixrussia,https://www.instagram.com/cofixrussia,,,
5329,6655714737,fast_food,amenity,Coffeeport,55.7650635,37.6203599,POINT (37.6203599 55.7650635),Москва,,,,,,http://www.coffeeport.ru/,,,,,,,,,,,,
5330,6655919484,fast_food,amenity,Stardogs,55.7661122,37.6041386,POINT (37.6041386 55.7661122),Москва,,,,Mo-Su 10:00-22:00,,https://www.stardogs.ru,,,+7 926 6951391,,,,https://vk.com/club16270501,https://www.facebook.com/stardogsrussia,https://www.instagram.com/stardogsrussia,,https://www.youtube.com/channel/UCLdQnDS5HTzowfvz-Uhc24A,
5331,6658444463,fast_food,amenity,Столовая ГУУ,55.7138686,37.8158529,POINT (37.8158529 55.7138686),Москва,,,,,,,,,,,,,,,,,,
5332,6658444476,fast_food,amenity,Столовая для преподавателей,55.7144202,37.816402,POINT (37.816402 55.7144202),Москва,,,,,,,,,,,,,,,,,,
5333,6668058286,fast_food,amenity,KFC,55.7886068,37.5363334,POINT (37.5363334 55.7886068),Москва,,,,,,https://www.kfc.ru,,,,yum-press@spncomms.com,,,https://vk.com/kfcrussia,https://www.facebook.com/kfcrussia,https://instagram.com/kfcrussia,https://twitter.com/#!/kfcrussia,https://www.youtube.com/KFCRussia,
5334,6668233854,fast_food,amenity,М Кафе,55.818337,37.4986955,POINT (37.4986955 55.818337),Москва,,,,Mo-Th 08:00-17:00; Fr 08:00-15:30,,,,,,,,,,,,,,
5335,6681317605,fast_food,amenity,Кофе с печенькой,55.8373187,37.3645033,POINT (37.3645033 55.8373187),Москва,,,,10:00-21:00,,,,,,,,,,,,,,
5336,6685476639,fast_food,amenity,Ruby doner,55.7486658,37.5831757,POINT (37.5831757 55.7486658),Москва,,,,,,,,,,,,,,,,,,
5337,6685476640,fast_food,amenity,Cofix,55.7488137,37.5831945,POINT (37.5831945 55.7488137),Москва,,,,Mo-Fr 07:00-22:00; Sa-Su 08:00-22:00,,https://www.cofix.global,,,+7 800 3508418,info@cofix.ru,,,https://vk.com/cofixrussia,https://www.facebook.com/cofixrussia,https://www.instagram.com/cofixrussia,,,
5338,6689855179,fast_food,amenity,СтарДогс,55.7730872,37.7482794,POINT (37.7482794 55.7730872),Москва,,,,,,,,,,,,,,,,,,
5339,6690577874,fast_food,amenity,Домино’c,55.8169431,37.6332049,POINT (37.6332049 55.8169431),Москва,,,,,,https://dominospizza.ru,,,,,,,https://vk.com/dominospizza_ru,https://www.facebook.com/dominospizzarussia,https://www.instagram.com/dominospizza_ru,,,
5340,6698719587,fast_food,amenity,Cofix,55.7413182,37.6096103,POINT (37.6096103 55.7413182),Москва,,,,Mo-Su 08:00-23:00,,https://www.cofix.global,,,+7 800 3508418,info@cofix.ru,,,https://vk.com/cofixrussia,https://www.facebook.com/cofixrussia,https://www.instagram.com/cofixrussia,,,
5341,6700881367,fast_food,amenity,CofAir,55.7526624,37.6051448,POINT (37.6051448 55.7526624),Москва,улица Воздвиженка,9,,Mo-Su 08:00-23:00,,https://cofair.ru/,,,,,,,,,,,,
5342,6702620993,fast_food,amenity,Теремок,55.7304871,37.6427529,POINT (37.6427529 55.7304871),Москва,,,,"Mo-Fr 08:00-22:00; Sa,Su 09:00-22:00",,https://www.teremok.ru,,,,office@teremok.ru,,,https://vk.com/teremok,https://www.facebook.com/teremok,https://www.instagram.com/teremok_ru,https://twitter.com/teremok_ru,,
5343,6703936077,fast_food,amenity,Шаурма,55.6868499,37.7537481,POINT (37.7537481 55.6868499),Москва,,,,,,,,,,,,,,,,,,
5344,6704304602,fast_food,amenity,Бургер Кинг,55.699861,37.752335,POINT (37.752335 55.699861),Москва,,,,Mo-Su 10:00-03:00,,https://burgerkingrus.ru/,,,+7 495 5445000,FeedBack@burgerking.ru,,,https://vk.com/burgerking,https://www.facebook.com/BurgerKingRussia,https://www.instagram.com/burgerking_russia,,,
5345,6704304603,fast_food,amenity,Папа Джонс,55.7001617,37.7521692,POINT (37.7521692 55.7001617),Москва,,,,,,https://www.papajohns.ru,,,,,,,https://vk.com/papajohnsru,https://www.facebook.com/papajohnsru,https://www.instagram.com/papajohnsru,,,
5346,6718641290,fast_food,amenity,Цоколь,55.6101125,37.7082638,POINT (37.7082638 55.6101125),Москва,Ореховый бульвар,7 к1 с2,,Mo-Su 09:00-20:00,+7 965 1512222,,,,,,https://m.ok.ru/profile/579038709742,,,,,,,naum3nko.alexander@yandex.ru
5347,6719098454,fast_food,amenity,KFC,55.7245233,37.6370474,POINT (37.6370474 55.7245233),Москва,,,,,,https://www.kfc.ru,,,+7 800 5558333,yum-press@spncomms.com,,,https://vk.com/kfcrussia,https://www.facebook.com/kfcrussia,https://www.instagram.com/kfcrussia,https://twitter.com/kfcrussia,https://www.youtube.com/KFCRussia,
5348,6720738385,fast_food,amenity,Бургер,55.8209135,37.6441163,POINT (37.6441163 55.8209135),Москва,,,,,,,,,,,,,,,,,,
5349,6721696764,fast_food,amenity,Subway,55.7328035,37.664048,POINT (37.664048 55.7328035),Москва,,,,Mo-Fr 08:00-23:00; Sa-Su 10:00-23:00,,https://subway.ru,,,+7 495 6717475,subway@subway.ru,,,https://vk.com/subwayrussia,,,,,
5350,6722349686,fast_food,amenity,KFC,55.7809653,37.6683804,POINT (37.6683804 55.7809653),Москва,,,,Mo-Su 08:00-22:00,,https://www.kfc.ru,,,,yum-press@spncomms.com,http://www.kfc.ru,,https://vk.com/kfcrussia,https://www.facebook.com/kfcrussia,https://www.instagram.com/kfcrussia,https://twitter.com/kfcrussia,https://www.youtube.com/KFCRussia,
5351,6726427828,fast_food,amenity,Cofix,55.7288474,37.6111119,POINT (37.6111119 55.7288474),Москва,,,,Mo-Fr 07:00-22:00; Sa-Su 08:00-22:00,,https://www.cofix.global,,,+7 800 3508418,info@cofix.ru,,,https://vk.com/cofixrussia,https://www.facebook.com/cofixrussia,https://www.instagram.com/cofixrussia,,,
5352,6731638979,fast_food,amenity,Трюфель,55.7589463,37.656152,POINT (37.656152 55.7589463),Москва,,,,Mo-Fr 08:00-18:00,,,,,,,,,,,,,,
5353,6733237822,fast_food,amenity,Шашлык на углях,55.6569732,37.7254837,POINT (37.7254837 55.6569732),Москва,,,,,,,,,,,,,,,,,,
5354,6739060686,fast_food,amenity,Кухня на районе,55.831607,37.4911793,POINT (37.4911793 55.831607),Москва,,,,,,,,,,,https://localkitchen.ru/,,https://vk.com/localkitchenru,https://facebook.com/localkitchenru,https://www.instagram.com/localkitchenru,,,
5355,6743614231,fast_food,amenity,Суши Бар,55.7458743,37.6826896,POINT (37.6826896 55.7458743),Москва,,,,,,,,,,,,,,,,,,
5356,6743790008,fast_food,amenity,Lao Lee,55.7527853,37.6094574,POINT (37.6094574 55.7527853),Москва,,,,Mo-Su 10:00-22:00,,https://laolee.ru/,,,+7 965 1627877,,,,,https://www.facebook.com/laoleecafe,https://www.instagram.com/laoleecafe,,,
5357,6743790009,fast_food,amenity,Lao Lee,55.7711661,37.6202412,POINT (37.6202412 55.7711661),Москва,,,,Mo-Su 10:00-22:00,,https://laolee.ru/,,,+7 965 1627877,,,,,https://www.facebook.com/laoleecafe,,,,
5358,6745453129,fast_food,amenity,KFC,55.701146,37.6219229,POINT (37.6219229 55.701146),Москва,,,,"Mo-Fr 08:00-22:00; Sa,Su 10:00-22:00",,https://www.kfc.ru,,,+7 800 5558333,yum-press@spncomms.com,,,https://vk.com/kfcrussia,https://www.facebook.com/kfcrussia,https://www.instagram.com/kfcrussia,https://twitter.com/kfcrussia,https://www.youtube.com/KFCRussia,
5359,6746227460,fast_food,amenity,Бургер Кинг,55.839586,37.486657,POINT (37.486657 55.839586),Москва,,,,Mo-Sa 09:00-22:45; Su 09:00-21:45,,https://burgerkingrus.ru/,,,+7 495 5445000,FeedBack@burgerking.ru,,,https://vk.com/burgerking,https://www.facebook.com/BurgerKingRussia,https://www.instagram.com/burgerking_russia,,,
5360,6746227461,fast_food,amenity,KFC,55.8406645,37.485432,POINT (37.485432 55.8406645),Москва,,,,,,https://www.kfc.ru,,,+7 800 5558333,yum-press@spncomms.com,,,https://vk.com/kfcrussia,https://www.facebook.com/kfcrussia,https://www.instagram.com/kfcrussia,https://twitter.com/kfcrussia,https://www.youtube.com/KFCRussia,
5361,6746227462,fast_food,amenity,Вкусно — и точка,55.8406856,37.485593,POINT (37.485593 55.8406856),Москва,,,,,,https://vkusnoitochka.ru/,,,+7 495 1033891,info@qsrsystem.ru,,,,,,,,
5362,6746227463,fast_food,amenity,Теремок,55.8407519,37.4854293,POINT (37.4854293 55.8407519),Москва,,,,,,https://www.teremok.ru,,,,office@teremok.ru,,,https://vk.com/teremok,https://www.facebook.com/teremok,https://www.instagram.com/teremok_ru,https://twitter.com/teremok_ru,,
5363,6770402296,fast_food,amenity,Стардог!s,55.781473,37.7053639,POINT (37.7053639 55.781473),Москва,,,,,,https://www.stardogs.ru,,,+7 495 5405723,,,,https://vk.com/club16270501,https://www.facebook.com/stardogsrussia,https://www.instagram.com/stardogsrussia,,https://www.youtube.com/channel/UCLdQnDS5HTzowfvz-Uhc24A,
5364,6777109743,fast_food,amenity,Шаурмен,55.7273684,37.5678161,POINT (37.5678161 55.7273684),Москва,,,,Mo-Su 09:00-23:00,,https://chaihona1.ru/,,,+7 925 6225551,feedback@chaihona1.ru,,,,https://www.facebook.com/shaurmen.ru/,https://www.instagram.com/shaurman.ru/,,,
5365,6777109744,fast_food,amenity,Шаурмен,55.8224766,37.4972445,POINT (37.4972445 55.8224766),Москва,,,,Mo-Su 10:00-23:00,,https://chaihona1.ru/,,,+7 926 3586992,feedback@chaihona1.ru,,,,https://www.facebook.com/shaurmen.ru/,https://www.instagram.com/shaurman.ru/,,,
5366,6777109746,fast_food,amenity,Kebab Lab,55.7275263,37.4765056,POINT (37.4765056 55.7275263),Москва,,,,Mo-Su 10:00-22:00,,https://chaihona1.ru/,,,+7 495 7878189,feedback@chaihona1.ru,,,,,,,,
5367,6777109747,fast_food,amenity,Kebab Lab,55.7906665,37.5307024,POINT (37.5307024 55.7906665),Москва,,,,"Fr-Sa 10:00-23:00; Mo,Tu,We,Th,Su 10:00-22:00",,https://chaihona1.ru/,,,+7 495 7735177,feedback@chaihona1.ru,,,,,,,,
5368,6778102856,fast_food,amenity,Стардог!s,55.7242101,37.7157322,POINT (37.7157322 55.7242101),Москва,,,,,,https://www.stardogs.ru,,,+7 495 5405723,,,,https://vk.com/club16270501,https://www.facebook.com/stardogsrussia,https://www.instagram.com/stardogsrussia,,https://www.youtube.com/channel/UCLdQnDS5HTzowfvz-Uhc24A,
5369,6780335705,fast_food,amenity,Лангет Бургер,55.7242686,37.7159388,POINT (37.7159388 55.7242686),Москва,,,,,,,,,,,,,,,,,,
5370,6781215376,fast_food,amenity,Домино Пицца,55.6796619,37.724698,POINT (37.724698 55.6796619),Москва,,,,,,,,,,,,,,,,,,
5371,6795464401,fast_food,amenity,Домино'c,55.738514,37.6300895,POINT (37.6300895 55.738514),Москва,,,,Mo-Su 10:00-24:00,+7 495 9000157,https://dominospizza.ru,,,,,,,https://vk.com/dominospizza_ru,https://www.facebook.com/dominospizzarussia,https://www.instagram.com/dominospizza_ru,,,
5372,6801999752,fast_food,amenity,СитиДонер,55.8081384,37.4971654,POINT (37.4971654 55.8081384),Москва,,,,24/7,,,,,,,,,,,,,,
5373,6803061107,fast_food,amenity,One Price Coffee,55.7655245,37.6080385,POINT (37.6080385 55.7655245),Москва,,,,Mo-Fr 07:30-23:00; Sa-Su 09:00-23:00,,https://onepricecoffee.com/,,,+7 495 0153150,b2b@onepricecoffee.com,,,,,,,,
5374,6803061110,fast_food,amenity,One&Double,55.7642669,37.6028191,POINT (37.6028191 55.7642669),Москва,,,,Mo-Su 07:00-23:00,,http://oneanddouble.ru,,,,,,,,,https://www.instagram.com/one_and_double/,,,
5375,6805653225,fast_food,amenity,Додо Пицца,55.622955,37.5060282,POINT (37.5060282 55.622955),Москва,Профсоюзная улица,152 к2 с2,,Mo-Su 10:00-23:00,,https://dodopizza.ru,,,+7 800 302-00-60,feedback@dodopizza.com,,,https://vk.com/dodo,https://www.facebook.com/dodopizza/,https://www.instagram.com/dodopizza,,,
5376,6806548514,fast_food,amenity,Props Coffee,55.7279386,37.6113121,POINT (37.6113121 55.7279386),Москва,,,,Mo-Su 08:00-21:00,,,,,,,,,,,,,,
5377,6806548515,fast_food,amenity,Донер Хаус,55.7280586,37.611347,POINT (37.611347 55.7280586),Москва,,,,,,,,,,,,,,,,,,
5378,6812175675,fast_food,amenity,Курочка рядом,55.7996655,37.5844431,POINT (37.5844431 55.7996655),Москва,,,,,,,,,,,,,,,,,,
5379,6812226977,fast_food,amenity,Coffee Like,55.811791,37.636338,POINT (37.636338 55.811791),Москва,,,,Mo-Fr 08:00-21:00,,https://coffee-like.com/,,,+7 341 2908292;+7 800 3334130,hotline@coffee-like.com,,,,,,,,
5380,6814212680,fast_food,amenity,Coffee to go,55.7379853,37.6730199,POINT (37.6730199 55.7379853),Москва,,,,,,,,,,,,,,,,,,
5381,6815671976,fast_food,amenity,Бистро 24,55.6987409,37.8652686,POINT (37.8652686 55.6987409),Москва,,,,24/7,,,,,,,,,,,,,,
5382,6817546403,fast_food,amenity,Шаурмен,55.8230968,37.4974805,POINT (37.4974805 55.8230968),Москва,,,,Mo-Su 10:00-23:00,,https://chaihona1.ru/,,,+7 925 6225551,feedback@chaihona1.ru,,,,,,,,
5383,6817546405,fast_food,amenity,Kebab Lab,55.7277926,37.4774174,POINT (37.4774174 55.7277926),Москва,,,,Mo-Su 10:00-22:00,,https://chaihona1.ru/,,,+7 495 7878189,feedback@chaihona1.ru,,,,,,,,
5384,6817546406,fast_food,amenity,Kebab Lab,55.7906756,37.5305361,POINT (37.5305361 55.7906756),Москва,,,,"Fr-Sa 10:00-23:00;Mo,Tu,We,Th,Su 10:00-22:00",,https://chaihona1.ru/,,,+7 495 7878189,feedback@chaihona1.ru,,,,,,,,
5385,6821914865,fast_food,amenity,Бистро24,55.7761601,37.5812023,POINT (37.5812023 55.7761601),Москва,,,,,,,,,,,,,,,,,,
5386,6828523290,fast_food,amenity,Домино’c Пицца,55.8001719,37.4814551,POINT (37.4814551 55.8001719),Москва,улица Маршала Бирюзова,34 к2,,Mo-Su 10:00-23:00,+7 800 3331616,https://dominospizza.ru,,,,,https://dominospizza.ru,,https://vk.com/dominospizza_ru,https://www.facebook.com/dominospizzarussia,https://www.instagram.com/dominospizza_ru,,,
5387,6836385265,fast_food,amenity,KFC,55.7524494,37.8201695,POINT (37.8201695 55.7524494),Москва,,,,"PH,Mo-Su 08:00-24:00",,https://www.kfc.ru,,,,yum-press@spncomms.com,https://www.kfc.ru,,https://vk.com/kfcrussia,https://www.facebook.com/kfcrussia,https://www.instagram.com/kfcrussia,https://twitter.com/kfcrussia,https://www.youtube.com/KFCRussia,
5388,6841516106,fast_food,amenity,Додо Пицца,55.735921,37.8298867,POINT (37.8298867 55.735921),Москва,,,,,,https://dodopizza.ru,,,,,,,,,,,,
5389,6855897863,fast_food,amenity,7 сэндвичей,55.7127166,37.5943261,POINT (37.5943261 55.7127166),Москва,,,,,,,,,,,,,,,,,,
5390,6855904005,fast_food,amenity,Семейная пекарня,55.714327,37.5913155,POINT (37.5913155 55.714327),Москва,,,,"Mo-Fr 08:00-21:00; Sa,Su 10:00-21:00",,,,,,,,,,,,,,
5391,6863975633,fast_food,amenity,Вкусно — и точка,55.708169,37.65719,POINT (37.65719 55.708169),Москва,,,,,,https://vkusnoitochka.ru/,,,+7 495 7394314,info@qsrsystem.ru,,,,,,,,
5392,6866820505,fast_food,amenity,Суши Wok,55.7956036,37.8000183,POINT (37.8000183 55.7956036),Москва,,,,,,,,,,,,,,,,,,
5393,6882438288,fast_food,amenity,Farsh,55.7073018,37.5898706,POINT (37.5898706 55.7073018),Москва,,,,Mo-Su 09:00-23:00,,http://farshburger.ru/,,,+7 495 2767079,ask@farshburger.ru,,,,https://www.facebook.com/farshburgers,,,,
5394,6886763565,fast_food,amenity,Суши Wok,55.8612054,37.6894328,POINT (37.6894328 55.8612054),Москва,,,,Mo-Su 10:00-23:00,,https://sushiwok.ru,,,+7 499 7544444,,,,https://vk.com/woksushi,https://www.facebook.com/sushiwokofficial,https://www.instagram.com/sushi_wok,https://twitter.com/WokSushi,,
5395,6898283238,fast_food,amenity,Росинка,55.7741038,37.6744829,POINT (37.6744829 55.7741038),Москва,,,,,,,,,,,,,,,,,,
5396,6898709621,fast_food,amenity,Стардог!s,55.8763182,37.6587416,POINT (37.6587416 55.8763182),Москва,,,,,,https://www.stardogs.ru,1,,+7 495 5405723,,,,https://vk.com/club16270501,https://www.facebook.com/stardogsrussia,https://www.instagram.com/stardogsrussia,,https://www.youtube.com/channel/UCLdQnDS5HTzowfvz-Uhc24A,
5397,6909108293,fast_food,amenity,Чудо-тандыр,55.6821453,37.7247289,POINT (37.7247289 55.6821453),Москва,,,,,,,,,,,,,,,,,,
5398,6909138508,fast_food,amenity,Донер на углях,55.6923012,37.7275455,POINT (37.7275455 55.6923012),Москва,,,,,,,,,,,,,,,,,,
5399,6919764785,fast_food,amenity,Shawarma house,55.7349087,37.603149,POINT (37.603149 55.7349087),Москва,,,,24/7,,,,,,,,,,,https://www.instagram.com/shawarma_vip_house,,,
5400,6922143213,fast_food,amenity,One Price Coffee,55.7574432,37.6335409,POINT (37.6335409 55.7574432),Москва,,,,Mo-Su 08:00-21:00,,https://onepricecoffee.com/,,,+7 495 0153150,b2b@onepricecoffee.com,,,,,,,,
5401,6927348881,fast_food,amenity,Крошка Картошка,55.690367,37.601995,POINT (37.601995 55.690367),Москва,,,,Mo-Su 10:00-22:00,,https://www.kartoshka.com/,,,+7 916 0030150,,,,https://vk.com/kartoshka.moscow,,,,,
5402,6937133617,fast_food,amenity,Домино'c,55.8522848,37.4214759,POINT (37.4214759 55.8522848),Москва,,,,,,,,,,,,,,,,,,
5403,6939561310,fast_food,amenity,Ля фантазия,55.7809769,37.5739825,POINT (37.5739825 55.7809769),Москва,,,,,,,,,,,,,,,,,,
5404,6943438012,fast_food,amenity,MinutaScoffee,55.7096892,37.5947441,POINT (37.5947441 55.7096892),Москва,,,,,,,,,,,,,,,,,,
5405,6945862472,fast_food,amenity,донеретт,55.6003466,37.6632204,POINT (37.6632204 55.6003466),Москва,,,,,,,,,,,,,,,,,,
5406,6961663247,fast_food,amenity,Subway,55.7915966,37.6548149,POINT (37.6548149 55.7915966),Москва,,,,,,https://subway.ru,,,+7 800 5554449,subway@subway.ru,,,https://vk.com/subwayrussia,,,,,
5407,6966443910,fast_food,amenity,Кофе муз,55.7721563,37.6007009,POINT (37.6007009 55.7721563),Москва,,,,Mo-Fr 08:00-21:00;Sa-Su 09:00-20:00,,,,,+7 916 5165958,control@coffee-moose.ru,,,https://vk.com/coffemoosemaykovskay,,https://www.instagram.com/coffeemoose_msk_mayak,,,
5408,6967582228,fast_food,amenity,Донер шеф,55.8579215,37.5602938,POINT (37.5602938 55.8579215),Москва,,,,,,,,,,,,,,,,,,
5409,6977883848,fast_food,amenity,Домино’c Пицца,55.7507822,37.5925541,POINT (37.5925541 55.7507822),Москва,,,,Mo-Su 09:00-23:00,,https://dominospizza.ru,,,,,,,https://vk.com/dominospizza_ru,https://www.facebook.com/dominospizzarussia,https://www.instagram.com/dominospizza_ru,,,
5410,6978017061,fast_food,amenity,Крошка Картошка,55.7086972,37.5925742,POINT (37.5925742 55.7086972),Москва,,,,Mo-Su 09:00-22:00,,https://www.kartoshka.com,,,+7 495 1390200,kroshka@kartoshka.com,,,https://vk.com/kartoshka_moscow,,,,,
5411,6990582291,fast_food,amenity,Хочу шашлык,55.8388753,37.3789322,POINT (37.3789322 55.8388753),Москва,,,,,,,,,,,,,,,,,,
5412,7003294061,fast_food,amenity,Идола,55.7481396,37.5835419,POINT (37.5835419 55.7481396),Москва,,,,,,,,,,,,,,,,,,
5413,7004842376,fast_food,amenity,Донер Кебаб,55.5835577,37.5999981,POINT (37.5999981 55.5835577),Москва,,,,,,,,,,,,,,,,,,
5414,7016592514,fast_food,amenity,Шаурма,55.6599313,37.721741,POINT (37.721741 55.6599313),Москва,,,,,,,,,,,,,,,,,,
5415,7034604121,fast_food,amenity,Теремок,55.8096898,37.4987351,POINT (37.4987351 55.8096898),Москва,,,,,,,,,,,,,,,,,,
5416,7034604126,fast_food,amenity,Космос,55.812614,37.5016749,POINT (37.5016749 55.812614),Москва,,,,Mo-Sa 09:00-17:00,,,,,,,,,,,,,,
5417,7040344926,fast_food,amenity,Додо Пицца,55.792423,37.6028028,POINT (37.6028028 55.792423),Москва,,,,Mo-Fr 08:30-23:00; Sa-Su 10:00-23:00,,https://dodopizza.ru,,,+7 800 3020060,feedback@dodopizza.com,,,dodo,dodopizza,dodopizza,,,
5418,7041014886,fast_food,amenity,Subway,55.7540713,37.6358396,POINT (37.6358396 55.7540713),Москва,,,,24/7,,https://subway.ru,,,+7 800 5554449,subway@subway.ru,,,https://vk.com/subwayrussia,,,,,
5419,7044467141,fast_food,amenity,Хотдоги,55.7697877,37.657556,POINT (37.657556 55.7697877),Москва,,,,,,,,,,,,,,,,,,
5420,7044984289,fast_food,amenity,Кебаб-экспресс,55.7613403,37.5747107,POINT (37.5747107 55.7613403),Москва,,,,,,,,,,,,,,,,,,
5421,7049346112,fast_food,amenity,Донер кебаб,55.7395111,37.665073,POINT (37.665073 55.7395111),Москва,Таганская улица,32/1 с1,,,,,,,,,,,,,,,,
5422,7049346114,fast_food,amenity,Шаверма&шашлык,55.7394979,37.6647122,POINT (37.6647122 55.7394979),Москва,Таганская улица,32/1 с1,,24/7,,,,,,,,,,,,,,
5423,7050759285,fast_food,amenity,Додо Пицца,55.7911927,37.6805752,POINT (37.6805752 55.7911927),Москва,,,,Mo-Su 09:00-23:00,,,,,,,,,,,,,,
5424,7056626030,fast_food,amenity,Суши Wok,55.8593817,37.4375546,POINT (37.4375546 55.8593817),Москва,улица Фомичёвой,16 к5,,Mo-Su 10:00-23:00,,https://sushiwok.ru,,,+7 499 7544444,,,,https://vk.com/woksushi,https://www.facebook.com/sushiwokofficial,https://www.instagram.com/sushi_wok,https://twitter.com/WokSushi,,
5425,7066256376,fast_food,amenity,One Price Coffee,55.7795749,37.665687,POINT (37.665687 55.7795749),Москва,,,,Mo-Fr 07:00-21:00; Sa-Su 08:00-21:00,,https://onepricecoffee.com/,,,+7 495 0153150,b2b@onepricecoffee.com,,,,,,,,
5426,7067514860,fast_food,amenity,KFC,55.716105,37.8155505,POINT (37.8155505 55.716105),Москва,,,,,,https://www.kfc.ru,,,,yum-press@spncomms.com,,,https://vk.com/kfcrussia,https://www.facebook.com/kfcrussia,https://www.instagram.com/kfcrussia,https://twitter.com/kfcrussia,https://www.youtube.com/KFCRussia,
5427,7068953785,fast_food,amenity,Спортрезерв,55.7628249,37.6707508,POINT (37.6707508 55.7628249),Москва,,,,Mo-Fr 10:00-16:00,+7 499 9411301,,,,,,,,,,http://www.instagram.com/sport_stolovaja,,,
5428,7071666283,fast_food,amenity,Донер Кебаб,55.7389596,37.8719959,POINT (37.8719959 55.7389596),Москва,,,,,,,,,,,,,,,,,,
